name,wealth
HOLOBEAM INC,-12.13
SCRIPTO INC,-12.14
BROUGHAM INDUSTRIES INC,-12.16
TRIPATH IMAGING INC,-12.17
SPECS MUSIC INC,-12.18
OMNI RESEARCH INC,-12.21
GOLF GALAXY INC,-12.21
EVERSHARP INC,-12.22
BIOWHITTAKER INC,-12.23
PETCOA INDUSTRIES INC,-12.23
ON LINE SYS INC,-12.25
LIQUIDONICS INDUSTRIES INC,-12.26
PAN AMERICAN BANKS INC,-12.26
NEW HOME CO INC,-12.30
PRIME MANAGEMENT GROUP INC,-12.30
NICKEL RIM MINES LTD,-12.32
MARKET STR RY CO,-12.33
MINUTEMAN INTERNATIONAL INC,-12.33
QUORUM INDUSTRIES INC,-12.35
RICHPORT RESOURCES LTD,-12.37
NATIONAL HEALTH SVCS INC,-12.38
M R F Y CORP,-12.38
UNITED RECORD & TAPE INDS INC,-12.38
MAKO MARINE INTERNATIONAL INC,-12.39
CELEBRITY RESORTS INC,-12.39
PHOENIX MATERIALS CORP,-12.40
MAJESTIC ELECTRO INDS LTD,-12.40
SEPRAGEN CORP,-12.42
REGENEX INC,-12.43
AID AUTO STORES INC,-12.44
A C S SYSTEMS INC,-12.46
LWAY PRODUCTIONS,-12.50
JONES & VINING INC,-12.51
PERDUE HOUSING INDUSTRIES INC,-12.51
JAKES PIZZA INTERNATL INC,-12.51
LIFE AMERICAN INS CORP BOSTON,-12.52
INTERACTION MEDIA CORP,-12.52
NORTHSTAR MINERALS INC,-12.52
COCA COLA BOTTLING CO NY INC,-12.53
HAMILTON ELECTRO CORP,-12.54
ACAPULCO RESTAURANTS,-12.54
CIMCO INC,-12.55
OIL PRODUCERS EQUIP CORP,-12.55
XOX CORP,-12.56
CONESCO INDUSTRIES LTD,-12.56
GENERAL SCIENCES CORP,-12.57
DREWRY PHOTOCOLOR CORP,-12.58
DANDEES ENTERPRISES INC,-12.58
UNITED MINING CORP,-12.59
SYSTEMS ASSOCIATES INC,-12.61
UNITED STATES ELECTRICAR CORP,-12.62
TOPAZ GROUP INC,-12.62
GENERAL CREDIT CORP,-12.63
SUBURBAN BROADCASTING CORP,-12.68
HAMMERS PLASTIC RECYCLING CORP,-12.69
CONSUMAT SYSTEMS INC,-12.71
WYANT CORP,-12.71
CERON RESOURCES CORP,-12.71
EROS INTERNATIONAL PLC,-12.72
COMPUTER PETROLEUM CORP,-12.73
CLINICAL DIAGNOSTICS INC,-12.74
SWISHER INTERNATIONAL INC,-12.74
STANDARD CONTAINER CO,-12.74
ACQUA GROUP INC,-12.75
CLAYTON & LAMBERT MFG CO,-12.76
BIO DYNAMICS INC,-12.76
U N A CORP,-12.77
DEXON INC,-12.78
H L M DESIGN INC,-12.78
CRISWELL JACK RESOURCES LTD,-12.80
TRIDENT NGL HOLDING INC,-12.80
O BRIEN ENERGY & RESOURCES LTD,-12.81
LONG ISLAND ICED TEA CORP,-12.82
PACIFIC COAST APPAREL CO INC,-12.85
LEGAL SOFTWARE SOLUTIONS INC,-12.87
FONIC INC,-12.88
ZEDGE INC,-12.88
BARRACUDA NETWORKS INC,-12.88
NETAIR INTERNATIONAL CORP,-12.91
COLBY RESOURCES CORPORATION,-12.94
EGO RESOURCES LTD,-12.95
PHOENIX FINANCIAL CORP IDCD PHOE,-12.95
WAVEMAT INC,-12.95
AMERICAN EDUCATIONAL PRDCTS INC,-12.96
EPSILON DATA MANAGEMENT INC,-12.98
DYNASTY OIL CORP,-12.98
CENTRAL HOLDING CO,-12.98
AMERICAN CONSUMER INDS INC,-12.98
A M S REALSTAR INC,-12.99
R 2 CORP,-12.99
BIO ANALYTIC LABS,-13.00
TEXOIL INC,-13.00
MANITEX INTERNATIONAL INC,-13.01
SOUTHERN ATLANTIC CORP,-13.01
PERENNIAL DEVELOPMENT CORP,-13.04
QUALITY MILLS INC,-13.04
SEARCH EXPLORATION INC,-13.04
TECH TIME INC,-13.05
AUTOMATED INFORMATION INDS INC,-13.06
C P U COMPUTER CORP,-13.07
HARWOOD COMPANIES INC,-13.08
S & K FAMOUS BRANDS INC,-13.09
CORNERSTONE FINANCIAL CORP,-13.09
ENERGY SYSTEMS INC,-13.09
EMENEE CORP,-13.10
HEMISPHERE DEVELOPMENT CORP,-13.11
FLEXWEIGHT CORP,-13.11
BIOCELL TECH,-13.13
LAWNLITE COMPANY,-13.13
WESTONS SHOPPERS CITY INC,-13.17
EMPIRE FINANCIAL CORP,-13.18
BIG ROCK BREWERY LTD,-13.20
MEDICAL SERVICES CORP,-13.20
TILAR INDUSTRIES INC,-13.20
LANCER ORTHODONTICS INC NEW,-13.20
INTECH INC CA,-13.21
CROWN AUTO STORES INC,-13.21
RECONDITIONED SYSTEMS INC NEW,-13.22
CANNON PICTURES INC,-13.26
PEERLESS DEVICE CORP,-13.26
DEWEY ELECTRONICS CORP,-13.26
GIL MED INDUSTRIES INC,-13.28
AUTOMEDIX SCIENCES INC,-13.28
EXTEK MICROSYSTEMS INC,-13.28
UNITED SOFTWARE INDS INC,-13.29
BAY AREA RECOVERY CNTRS INC,-13.29
PAVICHEVICH BREWING CO,-13.31
QUADLOGIC CONTROLS CORP,-13.31
PRESSURE PIPING COMPONENTS INC,-13.32
KETTERING INDUSTRIES INC,-13.35
COLORADO GOLD & SILVER INC,-13.35
LYON METAL PRODUCTS INC DE,-13.35
E M C ENERGIES INC,-13.36
ARTESIAN PETROLEUM CORP,-13.37
SONO TEK CORP,-13.38
YOUNGWOOD ELECTRONIC METALS INC,-13.40
METALLURGICAL INDUSTRIES INC,-13.41
SHOCHET HOLDING CORP,-13.44
PLASTICRETE CORP,-13.44
PIZZA TRANSPORT AUTH INC,-13.46
REPUBLIC VAN LINES INC,-13.47
SPORTING LIFE INC,-13.47
GENERAL MAGNAPLATE CORP,-13.47
ALBARA CORP,-13.50
COMPUTER AIDED TIME SHARE INC,-13.50
SIXX HOLDINGS INC,-13.51
HICKORY FURNITURE CO,-13.51
WESCO AIRCRAFT HOLDINGS INC,-13.51
WINLAND ELECTRONICS INC,-13.52
DENTAL MANAGEMENT SVCS INC,-13.52
ELDORADO FINANCIAL GROUP INC,-13.55
CRESCENT PETE CORP NEW,-13.56
LASERCAD REPROGRAPHICS LTD,-13.56
BARTH SPENCER CORP,-13.56
GRAPHIDYNE CORP,-13.56
THIRD NATL INVS CORP,-13.57
BARRINGER LABORATORIES INC,-13.59
AZTEC ENERGY CORP UT,-13.61
BANK OF SAN PEDRO,-13.62
BLOWOUT ENTERTAINMENT INC,-13.62
CRAMER INC,-13.62
MANAGEMENT SUPPORT TECHNOLOGY,-13.63
HERITAGE BANCORP INC DE,-13.64
LASER PRECISION CORP,-13.65
HUDSON PHARMACEUTICAL CORP,-13.65
SOUTHERN FEDERAL SAVINGS BANK GA,-13.66
ONEIDA LTD,-13.66
PETROSOUTHERN INC,-13.66
DAUPHIN INC,-13.66
HELP AT HOME INC,-13.68
GOLDEN OIL CO DEL,-13.69
ENERGY OPTICS INC,-13.70
ENCORE MARKETING INTERNATL INC,-13.71
SCOPUS VIDEO NETWORKS LTD,-13.71
TIKAL RESOURCES CORP,-13.71
GOLD C ENTERPRISES INC,-13.72
T T S INC,-13.72
U S MEDICAL PRODUCTS INC,-13.73
RIVAL RESOURCES INC,-13.74
TENET INFORMATION SERVICES INC,-13.75
NUTRI PRODUCTS INC,-13.75
G W G HOLDINGS INC,-13.76
BUTTE & SUPERIOR MNG CO,-13.78
ALDEBARAN DRILLING INC,-13.79
C T I INDUSTRIES CORP,-13.80
NAUTILUS ENVIROMEDICAL SYS INC,-13.80
GRANT STREET NATIONAL BANK,-13.81
PIONEER POWER SOLUTIONS INC,-13.81
P N R FOOD INDUSTRIES LTD,-13.81
UNIVERSAL CIGAR CORP,-13.82
GENEVA STEEL HOLDINGS CORP,-13.82
STEARNS MANUFACTURING CO MN,-13.84
ROYAL INTERNATIONAL OPTICAL CORP,-13.84
ALAN WOOD STL CO,-13.84
NANKIN EXPRESS INC,-13.87
SAN DIEGO BANCORP,-13.89
AVALON CORRECTIONAL SERVICES INC,-13.89
ATRIX INTERNATIONAL INC,-13.90
WINNER MEDICAL GROUP INC,-13.91
CHIPS & TECHNOLOGIES INC,-13.91
INTERSTATE NATL DEALER SVCS INC,-13.92
NEW ENGLAND GAS & ELEC ASSN,-13.92
IVY MEDICAL INC,-13.95
TAYLOR REALTY ENTERPRISES,-13.96
HQ OFFICE INTERNATIONAL INC,-13.98
RASTRA BUILDING SYSEMS INC,-13.99
CONIFER HOLDINGS INC,-13.99
WARD INDS CORP,-13.99
FIRECOM INC,-14.00
C B D ENERGY LIMITED,-14.01
INTERNATIONAL CONTROLLED INVT IN,-14.02
SWITCH & DATA FACILITIES CO INC,-14.02
APPLIED CONTROL SYS INC,-14.03
EXTRACTIVE FUELS INC,-14.05
SUBURBAN BANCSHARES INC,-14.05
GREATBANC INC,-14.05
SPANTEL CORP,-14.05
UNIWEST FINANCIAL CORP,-14.06
PILGRIM INTERGROUP INVT CORP,-14.06
GOLD COIN MINING INC,-14.07
ATLAS SEWING CTRS INC,-14.07
ARTS & LEISURE CORP,-14.07
KIDDIE ACADEMY INTL INC,-14.08
ADVANCED CELLULAR TECHNOLOGY,-14.09
CALBIOCHEM,-14.10
MOVIE SUPERSTORE INC,-14.11
PEEK N PEAK REC INC,-14.11
FAIR GROUNDS CORP,-14.13
AFTER 6 INC,-14.14
DAYLIGHT INDUSTRIES INC,-14.14
BARNWELL INDUSTRIES INC,-14.15
PRIVATE SCREENING INC,-14.17
MIDLAND GLASS INC,-14.22
CREATIVE MEDICAL DEVELOPMENT INC,-14.22
MEDIC HOME ENTERPRISES INC,-14.23
PACIFIC STANDARD LIFE CO,-14.24
TODHUNTER INTERNATIONAL INC,-14.24
ELECTRO CRAFT CORP,-14.24
SLANT FINANCE CORP,-14.25
ARCH PETE INC,-14.25
ACROBE AUTOMATION TECHNOLOGY,-14.26
SKYSAT COMMUNICATIONS NETWRK CP,-14.26
GREAT OAKS FINANCIAL CORP,-14.26
PACER PHENIX CORP,-14.27
WHAT A WORLD INC,-14.28
AMERICAN SAFETY EQUIP CORP,-14.30
GLOBAL DEFENSE & NAT SEC SYS INC,-14.30
D W I CORP,-14.33
CLARKE CORP,-14.34
FOTOBALL U S A INC,-14.35
TALISMAN ENTERPRISES INC,-14.35
MCCOY INDUSTRIES INC,-14.36
GYNECARE INC,-14.37
LIBERTY BANCORP INC MO,-14.37
BEVERAGE CANNERS INC,-14.38
PEACHTREE FIBEROPTICS INC,-14.38
VIDEO SENTRY CORP,-14.40
H G I C CORP,-14.41
MALLON MINERALS CORP,-14.41
CLOPAY CORP,-14.41
TRAVEL SERVICES INTL INC,-14.41
SHARON ENERGY LTD,-14.43
ENERGY SHED INC,-14.43
CINEMATION INDUSTRIES INC,-14.43
SHERWOOD BRANDS INC,-14.44
COMMUNITY NATL BANK LAKEWAY AREA,-14.45
FIVE STAR ENERGY CORP,-14.46
DELTA CALIFORNIA INDS,-14.47
CONTINENTAL WINGATE INC,-14.47
PHARMETICS INC,-14.48
II MORROW INC,-14.49
WEDCO TECHNOLOGY INC,-14.49
EMCO LTD,-14.50
BYERS A M CO,-14.51
CONVERGENT SOLUTIONS INC,-14.52
SEAFOOD INC,-14.52
ADVANCED LOGIC SYS INC,-14.53
DENTALLOY INC,-14.53
LEXITECH INTERNATIONAL DCN NW IN,-14.54
IMODCO INC,-14.54
CODI CORP,-14.54
WORLCO INC,-14.58
P O M CORP,-14.58
EITEL MC CULLOUGH INC,-14.60
IRON MTN INC,-14.61
VENTURIAN CORP,-14.63
NEW DIMENSIONS IN EDUCATION,-14.64
CAMBRIDGE MEDICAL TECH CORP,-14.65
INDEPTH DATA INC,-14.65
PATERSON PARCHMENT PAPER CO,-14.66
CAM OR INC,-14.67
SORICON CORP,-14.67
EDINER INC,-14.68
ATLANTIC RESTAURANT VENT INC,-14.68
COMMUNITY CAPITAL BANCSHARES INC,-14.69
ANCHORAGE CAROLINA CORP,-14.70
WHEELS SPORTS GROUP INC,-14.70
BRISTOL RESEARCH CORP,-14.70
INTEGRATED BRANDS INC,-14.70
AMERICAN ELECTROMEDICS CORP,-14.71
AMERICAN INDUSTRIES LTD,-14.73
GIBBS CONSTRUCTION INC,-14.74
APPLIED OPTICS INC,-14.75
ZAMS INC,-14.76
BIG TURTLE INC,-14.76
NOVAR ELECTRONICS CORP,-14.77
NU HORIZONS ELECTRS CORP,-14.78
NEW YORK FILM WKS INC,-14.78
PARAGON TECHNOLOGIES INC,-14.81
AVITAR INC,-14.81
CUMMINGS INC INTL SIGN SVC,-14.83
ACCELERON PHARMA INC,-14.84
MINUTE MAN AMER INC,-14.84
GOLD EXPRESS CORP,-14.84
MAINSTREAM ENGINEERING INC,-14.84
TRUETT HURST INC,-14.85
MEDCAN INC,-14.86
DESTRON INC,-14.87
KEVLIN CORP,-14.87
DULUTH SUPERIOR TRACTION CO,-14.87
PENTECH INTERNATIONAL INC,-14.88
NORTHERN VIRGINIA DRS HOSP CORP,-14.88
LOGIMETRICS INC,-14.88
ROBERTS & PORTER INC,-14.89
GENERAL RESIDENTIAL CORP,-14.90
ZAPATA FOODS INC,-14.91
CALIFORNIA CULINARY ACADEMY INC,-14.92
GARDEN RIDGE CORP,-14.92
AMERICAN DIAGNOSTICS CORP,-14.93
CABOL ENTERPRISES LTD,-14.93
EPSCO INC,-14.94
COPSYNC INC,-14.94
RICOH TIME CORP,-14.96
UNITED SYSTEMS TECH,-14.97
POWEREC INTERNATIONAL INC,-14.97
TELETRAK ADVANCED TECHNOLOGY,-15.00
SEVILLE TECHNOLOGIES INC,-15.01
DAWN TECHNOLOGIES INC,-15.01
HAMILTON NATIONAL LIFE INS CO,-15.01
VISA EXPLORATION CORP,-15.01
CAMILLE ST MORITZ INC,-15.02
MAGIC YEARS CHILD & LRNG CTR INC,-15.04
BROSS UTILITIES SERVICE CORP,-15.05
MISSISSIPPI VALLEY AIRLINES INC,-15.06
Q S G I INC,-15.08
COMPUTER POWER INC,-15.11
FIRST TRUST CO JACKSON MI,-15.11
MAXXIMA CORP,-15.13
SCIENTIFIC SYSTEMS INC,-15.13
TERRY CORPORATION CN,-15.13
PEOPLE RIDESHARING SYS INC,-15.13
FOUNDERS BANK NEW HAVEN CT,-15.13
TERADATA CORP,-15.15
LIFE CENTERS INC,-15.16
C W E INC,-15.18
ARMISTICE RESOURCES LTD,-15.18
TOLTEC ROYALTY CORP,-15.19
FLAHS INC,-15.19
KELLY RUSSELL STUDIOS INC,-15.19
TELECOMMUNICATIONS NETWORK INC,-15.21
DOWNTOWNER CORP,-15.22
WELSH CORP,-15.22
DIRECT ACTION MARKETING INC,-15.22
COMPUTER DESIGNED SYS INC,-15.25
FRONTIER MINING & OIL CORP,-15.27
SUNSTAR HEALTHCARE INC,-15.27
DIVERSIFIED DESIGN DISCIPLINES,-15.27
WEST CHEMICAL PRODUCTS INC,-15.28
SYNTHEMED CORP,-15.29
INTERMOUNTAIN RESOURCES INC,-15.29
STEEL WEST VIRGINIA INC,-15.29
ALLIED GENERAL INC,-15.29
NORFOLK PETROLEUM LTD,-15.30
STATES EXPLORATION LTD,-15.30
TRUDY CORP,-15.31
PIEMONTE FOODS INC,-15.33
MOVIELAB INC,-15.34
VITAFORT INTERNATIONAL CORP,-15.37
TELEMETRY CONTROLS INC,-15.40
AUTOCAR CO,-15.40
KAIBAB INDUSTRIES,-15.40
CYBERMATICS INC,-15.40
TRANSCON BUILDERS INC,-15.40
INTERFERENCE CONTROL TECHS IND,-15.41
CIRCLE FINE ART CORP,-15.42
BRITT TECH CORP,-15.42
FOXMOOR INDUSTRIES LTD,-15.42
SCIENTIFIC RADIO SYS,-15.42
DYNAMIC INSTRUMENT CORP,-15.43
FRAME HOUSE GALLERY INC,-15.43
INNOVATIVE TECHNOLOGY INC,-15.43
OAK RIDGE FINANCIAL SERVICES INC,-15.44
TECHVEND INC,-15.44
S H S FUNDS INC,-15.44
COMARCO INC,-15.45
SELLECTEK INC,-15.45
HAYES WHEEL CO,-15.48
PACIFIC NORTHWEST DEV CORP,-15.48
BETHLEHEM CORP,-15.49
ZHONGPIN INC,-15.49
LEGAL RESEARCH CENTER INC,-15.49
WICKLUND HOLDING CO,-15.51
I P I INC,-15.51
NORTH ATLANTIC TECHNOLOGIES,-15.54
THERMAL EXPLORATION CO,-15.54
GAMOGEN INC,-15.57
SHELLY ASSOCIATES INC,-15.58
INDIANA GENERAL CORP,-15.59
TELEPHONE SPECIALISTS INC,-15.59
HAMPTONS BANCSHARES INC,-15.59
CARDINAL ENTERTAINMENT CORP,-15.60
OPTOMEDIC MEDICAL TECH LTD,-15.61
CHRISTIE BROWN & CO LTD,-15.62
TERMINAL APPLICATIONS GROUP INC,-15.64
AKERS BIOSCIENCES INC,-15.64
AMERICAN LEARNING CORP NY,-15.65
NATIONAL TELEFILM ASSOC INC,-15.65
FISCHER WATT GOLD CO INC,-15.68
T M B R DRILLING INC,-15.69
FINE PRODUCTS INC,-15.69
C C A INDUSTRIES INC,-15.70
PHILLIPS CONTROL CORP,-15.71
PRICE PFISTER INC,-15.72
MC WOOD CORP,-15.72
VACATION OWNERSHIP MARKETING,-15.74
PIZZA ENTERTAINMENT CENTERS INC,-15.75
PRICE MEYERS CORP,-15.77
AMERICAN RESEARCH GROUP,-15.77
PROGRAMS UNLIMITED INC,-15.77
HARMONY PRODUCTS INC,-15.77
METAL ARTS INC,-15.77
TETRA SYSTEMS INC,-15.78
CELUTEL INC,-15.78
BOSTON DIGITAL CORP,-15.79
TECHNICAL COATINGS INC UT,-15.79
YAK COMMUNICATIONS INC,-15.79
MEDICAL TECHNOLOGY PRODS INC,-15.80
JEREMYS MICROBATCH ICE CREAMS IN,-15.80
FIRST COLORADO FINANCIAL CORP,-15.81
BROADCAST INTERNATIONAL INC,-15.81
COELCO LTD,-15.82
OKLAHOMA GASOHOL INC,-15.83
Y E ENTERPRISES INC,-15.83
DATA LEASE FINL CORP,-15.83
INDTECH CORP,-15.83
MICROPHONICS TECHNOLOGY CORP,-15.84
GAYLORD COMPANIES INC,-15.84
KIDEO PRODUCTIONS INC,-15.85
CYBER DIGITAL INC,-15.85
LAFAYETTE AMERICAN BK & TR CO CT,-15.86
GLOBAL ELECTION SYSTEMS INC,-15.86
CAPITAL FUNDING CORP,-15.88
ONELINK COMMUNICATION INC,-15.89
WELLMAN INDUSTRIES INC,-15.89
APPLIED DNA SCIENCES INC,-15.90
R 2000 CORP,-15.90
MANNING MARTHA CO,-15.92
CATO CORP,-15.93
ELECTRONIC FINANCIAL SYS INC,-15.93
L M FUNDING AMERICA INC,-15.97
DETWILER MITCHELL & CO,-15.98
CRAWFORD CORP,-15.98
CHADRON ENERGY CORP,-15.99
UNITED COIN SVCS INC,-15.99
QUANTUM DIAGNOSTICS LTD,-16.00
D S I CORP,-16.01
EUROAMERICAN GROUP INC,-16.01
INSTAFF INTERNATIONAL INC,-16.02
OLYMPIC SAVINGS BANK WA,-16.02
KANDAHAR RESOURCES LTD,-16.03
GRAND ADVENTURES TR & TRVL CORP,-16.03
ENTERTAINMENT SYSTEMS INC,-16.03
TIMPTE INDUSTRIES INC,-16.04
PURITY SUPREME INC,-16.05
M T X INTERNATIONAL INC,-16.05
WAGS STORES,-16.05
PIRANHA INTERACTIVE PUB INC,-16.05
BLISS & LAUGHLIN INDS INC NEW,-16.06
ENVIRONMENTAL SERVICES AMER INC,-16.07
EQUITY GROWTH CORP,-16.07
WESTWOOD CORP,-16.09
VOGART CRAFTS CORP,-16.10
TERMIFLEX CORP,-16.10
HINGELINE OVERTHRUST OIL & GAS,-16.11
GLOBUS GROWTH GROUP,-16.12
TRI S SECURITY CORP,-16.15
PACESETTER HOMES INC,-16.16
SHAMIR OPTICAL INDUSTRY LTD,-16.16
VODAVI TECHNOLOGY INC,-16.16
WILLIAMS T E PHARMACEUTICALS,-16.17
ARTEX HOBBY PRODS INC,-16.19
PAIN CONTROL CENTERS INC,-16.19
JARMEL FABRICS INC,-16.19
PIER 39 INC,-16.20
C C A ELECTRONICS CORP,-16.20
ZENITH UNITED CORP,-16.21
SILVER EUREKA CORP,-16.22
DRANOEL INC,-16.23
INVESTORS GUARANTEE LIFE INS CO,-16.24
SCIENTIFIC N R G INC,-16.25
EVERGREEN INFO TECHS INC,-16.26
SUNBELT EXPLORATION INC,-16.26
BOLLE INC,-16.27
BANKERS SECURITY LIFE INS SOC,-16.27
GRIST MILL CO,-16.29
BRUCE ROBERT IND INC,-16.32
PARAGON MORTGAGE CORP,-16.32
CAMBRIDGE OIL CO,-16.33
RIBOGENE INC,-16.37
HEMOKINETICS INC,-16.37
INTL COMPUTER CORP,-16.37
VIGILANCE SYSTEMS CORP,-16.37
T F C INTERNATIONAL INC,-16.38
GRANITE COOP BK NORTH QUINCY MA,-16.38
I C T S INTERNATIONAL NV,-16.39
MICRO THERAPEUTICS INC,-16.39
LASER TECHNOLOGY INC,-16.39
BISHOP INC,-16.40
ACTION PRODUCTS INTL INC,-16.40
COIN PHONES INC,-16.44
AMERICAN COMMUNITY SYSTEMS INC,-16.45
SHORT TAKES INC,-16.45
BUILDEX INC,-16.45
PRIVATE PAY PHONES INC,-16.47
GRAY & CO PUBLIC COMMNICATIONS,-16.48
U S ENVIRONMENTAL SOLUTIONS INC,-16.48
LAKEWOOD FOREST PRODUCTS LTD,-16.48
SOUTHERN CONNECTICUT BANCORP INC,-16.49
OXFORD IMMUNOTEC GLOBAL PLC,-16.49
DAEGIS INC,-16.50
FAMILY SHOPPING NETWORK INC,-16.51
CHASE DEVELOPMENT CORP,-16.52
AQUILA BIOPHARMACEUTICALS INC,-16.53
CONDOR SERVICES INC,-16.56
CHEMICAL INVESTORS INC,-16.56
CORDATUM INC,-16.56
DOVER SADDLERY INC,-16.60
FINANCIAL RESOURCES GROUP,-16.60
ARNOLD CONSTABLE CORP,-16.60
POWERS REGULATOR CO,-16.60
COMPLETE WELLNESS CENTERS INC,-16.61
F F P MARKETING CO,-16.61
APACHE ENERGY & MINERALS CO,-16.65
CHINA ENERGY RESOURCES CORP,-16.65
UNCLE BS BAKERY INC,-16.65
ARNOLD ALTEX ALUM CO,-16.70
CARING PRODUCTS INTL INC,-16.71
SUMMA RX LABORATORIES INC,-16.72
FULING GLOBAL INC,-16.73
LIFSCHULTZ INDUSTRIES INC,-16.75
BALTIMORE BUSINESS FORMS INC,-16.77
VUEBOTICS CORP,-16.77
AMERICAN EQUINE PRODUCTS INC,-16.77
LEASE PUR CORP,-16.78
DIGITAL APPLICATIONS INC,-16.78
WELLINGTON HALL LTD,-16.79
P E I INC,-16.80
SIDARI CORP DE,-16.80
ALTAMIL CORP,-16.81
R I C INTERNATIONAL INDS I,-16.82
DOUBLE R FAST FOODS INC,-16.83
TRUCK O MATIC INC,-16.83
MICROTOUCH SYSTEMS INC,-16.83
BOLLE AMERICA INC,-16.83
PRAGMA BIO TECH INC,-16.86
N B CORP,-16.87
E D P SYSTEMS INC,-16.87
PRAIRIE PACIFIC ENERGY CORP,-16.88
CARE INNS INC,-16.89
LUMEN TECHNOLOGIES INC,-16.89
ORBIS INC,-16.92
LOCAL FEDERAL SVGS & LN ASSN OK,-16.92
ROYAL ZENITH CORP,-16.92
CUSHMAN ELECTRONICS INC,-16.94
MARVA INDUSTRIES INC,-16.95
PERMA BILT INDS,-16.96
NEXUS INDUSTRIES INC,-16.97
COMMUNITY SHARES LTD,-16.98
LOGOS SCIENTIFIC INC,-16.98
BARTELL MEDIA CORP,-16.98
DIONICS INC,-16.98
ASAHI AMERICA INC,-17.01
BAR CODE INC,-17.01
NATURE VISION INC,-17.01
MEMPHIS TRUST CO TN,-17.02
ADCOR ELECTRONICS INC,-17.06
LINDAS DIVERSIFIED HOLDINGS INC,-17.06
NORWALK TIRE & RUBR CO,-17.07
FINANCIAL SECURITY S & L ASSO FL,-17.07
XSIRIUS SUPERCONDUCTIVITY INC,-17.08
MAYMAC PETROLEUM CORP,-17.08
MERCHANTS INC,-17.10
ATLANTICA DEL GOLFO SUGAR CO,-17.11
S B C TECHNOLOGIES INC,-17.12
UNITED STATES HEALTH RES CORP,-17.12
TITLE WAVE STORES INC,-17.12
HOLMES LIMITED D H,-17.12
ARRHYTHMIA RESEARCH TECH INC,-17.13
GUILD MORTGAGE INVESTMENTS INC,-17.14
APOLLO INTL DELAWARE INC,-17.15
CABLE APPLICATIONS INC,-17.16
CRUISE AMERICA INC,-17.16
VIDEOPLEX INC,-17.17
AUDIOTRONICS CORP,-17.17
OMNITEC INC,-17.17
WALTER READE ORGANIZATION INC,-17.17
SILICON TRANSISTOR CORP,-17.18
WHITE CLOUD EXPLORATION INC,-17.19
U C P INC,-17.19
ROYAL APEX SILVER INC,-17.20
NATIONAL RECREATION PRODS INC,-17.21
COAST FEDERAL SVGS & LN ASSN,-17.22
TIMBER LODGE STEAKHOUSE INC,-17.23
METROGOLF INC,-17.24
HOLISTIC SERVICES CORP,-17.26
TECHNOGENETICS INC,-17.26
KYZEN CORP,-17.26
TOTAL SUPPLY SYS INC,-17.28
SURETY FINANCIAL CORP,-17.31
MACLAND INC,-17.33
U N S I CORP,-17.35
PECKHAM INDUSTRIES INC,-17.37
WILSON & CO INC DE 1967,-17.38
MICROHELIX INC,-17.38
BLUE RIVER BANCSHARES INC,-17.41
NEW YORK MAGAZINE INC,-17.41
ECOLOGY INC,-17.42
CAL STAR FINANCIAL SVCS INC,-17.42
XEROGRAPHIC LASER IMAGES CORP,-17.45
MICROSIZE INC,-17.45
CALSTAR INC,-17.46
OAK TREE CONSTRUCTION COMPTS INC,-17.46
G S T LABS INC,-17.49
WORLDGROUP COMPANIES INC,-17.50
SONEX INC,-17.50
NATPAC INC DE,-17.51
SEABOARD BANCORP INC,-17.51
EMPIRE FIRE & MARINE INS CO,-17.51
INTERNATIONAL COMPUTER APPLIC,-17.51
G S C ENTERPRISES INC,-17.52
CONSOLIDATED N R D RES LTD,-17.53
SECURITY LIFE & ACC CO,-17.54
FOR BETTER LIVING INC,-17.54
ZENOX INC,-17.55
TECHNOLOGY MODELING ASSOC INC,-17.55
SPARTA FOODS INC,-17.55
HOMESERVICES COM INC,-17.56
NEWMAN COMMUNICATIONS CORP,-17.56
GOTHAM APPAREL CORP,-17.56
MINI INTERNATIONAL CORP,-17.56
PRODUCTIVITY TECHNOLOGIES CORP,-17.56
DYNATEM INC,-17.59
UNITED BUILDING SURE CORP DE,-17.61
COASTAL INDUSTRIES INC OH,-17.61
UNITED STATES EXPLORATION INC,-17.61
GENETICS DYNAMICS CORP,-17.63
JEM RECORDS INC,-17.64
RICE FOOD MARKETS INC,-17.64
LUCOR INC,-17.67
WAITT & BOND INC,-17.67
CORALTA RESOURCES LTD,-17.69
ALLERCARE INC,-17.70
NAKED BRAND GROUP INC,-17.70
M C S TELECOMMINICATIONS INC,-17.71
PANTEPEC OIL CO,-17.72
PREMIER CONCEPTS INC,-17.72
AMERICAN COAL CO ALLEGHENY CNTY,-17.74
ADVANCED COMMUNICATIONS INC,-17.74
TRANSCONTINENTAL REALTY INVS INC,-17.74
R M E D INTERNATIONAL INC,-17.74
COX RESOURCES CORP,-17.74
MISSION RESOURCES CORP,-17.76
CONCEPT 90 MARKETING INC,-17.79
COASTAL CARIBBEAN OILS INC,-17.79
BARUCH FOSTER CORP,-17.80
COMMERCIAL INTERNATIONAL CORP,-17.80
ARNAV IND,-17.80
VAWTPOWER INC,-17.81
AMACAN RESOURCES CORP,-17.81
CAPITAL WIRE & CABLE CORP,-17.82
HAMMOND CORP,-17.82
TIME INDUSTRIES INC,-17.82
JACKS INC,-17.83
SAGE ENERGY CO,-17.83
WESTERN ACCEPTANCE CORP,-17.84
SUNRISE ENERGY SERVICES INC,-17.85
